Unnamed..0,Name,Parliament,b1_nummer,achternaam,voorletters,voorna_a_m_en,roepnaam,prepositie,geslacht,partij_en_fractie_s,begin_periode,einde_periode
68,Gustave Louis Marie Hubert Ruijs de Beerenbrouck,1884-1886,01154,Ruijs van Beerenbroek,G.L.M.H.,Gustave Louis Marie Hubert,Gustave,NA,m,Bahlmanniaan ('Centrum'),1880-12-06,1893-10-06
69,Pierre Guillaume Jean van der Schrieck,1884-1886,01229,Schrieck,P.G.J.,Pierre Guillaume Jean,NA,van der,m,conservatief (katholiek);Bahlmanniaan ('Centrum'),1876-02-22,1896-03-04
70,Wynandus Gustavus Straetmans,1884-1886,01318,Straetmans,W.G.,Wynandus Gustavus,NA,NA,m,Bahlmanniaan ('Centrum'),1882-09-22,1886-01-15
71,Petrus Jacobus Franciscus Vermeulen,1884-1886,01422,Vermeulen,P.J.F.,Petrus Jacobus Franciscus,NA,NA,m,Bahlmanniaan ('Centrum') ;Rooms-Katholieken,1880-06-29,1901-09-16
72,Antonius Franciscus Vos de Wael,1884-1886,01483,Vos de Wael,A.F.,Antonius Franciscus,NA,NA,m,Bahlmanniaan ('Centrum'),1883-09-18,1897-09-20
73,Age Buma,1884-1886,00239,Buma,A.,Age,NA,NA,m,Kappeynianen;Liberale Unie,1882-01-27,1888-03-26
74,Sybrand Hingst,1884-1886,00583,Hingst,S.,Sybrand,NA,NA,m,liberaal;Kappeynianen,1866-11-19,1886-05-17
75,Klaas de Jong,1884-1886,00650,Jong,K.H.,Klaas Harshoorn,Klaas,de,m,liberaal;Kappeynianen,1871-09-18,1886-05-17
76,Willem van der Kaay,1884-1886,00666,Kaay,W.,Willem,NA,van der,m,liberaal;Kappeynianen;Liberale Unie,1875-08-10,1894-03-19
77,Willem de Meijier,1884-1886,00917,Meijier,W.,Willem,NA,de,m,liberaal;Kappeynianen;Liberale Unie,1877-12-10,1894-03-19
78,Herman Agatho des Amorie van der Hoeven,1884-1886,00022,Amorie van der Hoeven,H.A.,Herman Agatho,NA,des,m,Rooms-Katholieken;Schaepmaniaan,1875-09-20,1885-06-17
79,Arnoldus Hyacinthus Maria van Berckel,1884-1886,00089,Berckel,A.H.M.,Arnoldus Hyacinthus Maria,NA,van,m,Schaepmaniaan,1883-09-17,1897-09-20
80,Maximilien Joseph Caspar Marie Kolkman,1884-1886,00727,Kolkman,M.J.C.M.,Maximilien Joseph Caspar Marie,NA,NA,m,Schaepmaniaan;Rooms-Katholieken;Algemeene Bond (RKSP),1884-05-06,1924-02-18
81,Frederic Joseph Maria Anton Reekers,1884-1886,01091,Reekers,F.J.M.A.,Frederic Joseph Maria Anton,NA,NA,m,Rooms-Katholieken;Schaepmaniaan,1878-03-26,1894-03-19
82,Herman Schaepman,1884-1886,01180,Schaepman,H.J.A.M.,Hermanus Johannes Aloysius Maria,Herman,NA,m,Schaepmaniaan;Rooms-Katholieken,1880-07-15,1903-01-20
83,Jan Reijnaud Corver Hooft,1884-1886,00273,Corver Hooft,J.R.,Jan Reijnaud,NA,NA,m,conservatief,1875-09-20,1887-08-16
84,Rutger Jan Schimmelpenninck van Nijenhuis,1884-1886,01202,Schimmelpenninck van Nijenhuis,R.J.,Rutger Jan,NA,graaf,m,conservatief,1857-09-22,1891-09-14
85,Willem Wintgens,1884-1886,01557,Wintgens,W.,Willem,NA,NA,m,'pragmatisch' liberaal;conservatief,1849-02-13,1885-03-13
86,Rutger Alexander Wilhelm Sluiter,1884-1886,01266,Sluiter,R.A.W.,Rutger Alexander Wilhelm,NA,NA,m,liberaal,1885-05-12,1886-05-17
87,Wilco Julius van Welderen Rengers,1884-1886,01518,Welderen baron Rengers,W.J.,Wilco Julius,NA,van,m,liberaal;Liberale Unie,1884-05-28,1888-03-26
88,Bernardus Hermanus Heldt,1884-1886,00553,Heldt,B.H.,Bernardus Hermanus,NA,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1885-11-24,1901-09-16
89,Harm Smeenge,1884-1886,01269,Smeenge,H.,Harm,Harm,NA,m,Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1886-04-05,1918-09-16
90,Leonard Frans Hubert Carl Ruland,1884-1886,01143,Ruland,L.F.H.C.,Leonard Frans Hubert Carl,NA,NA,m,Bahlmanniaan ('Centrum'),1886-03-04,1891-09-14
91,Jan van den Biesen,1884-1886,00118,Biesen,J.J.W.,Jan Jacob Willem,Jan,van den,m,Schaepmaniaan,1885-09-21,1888-03-26
0,Willem Hendrik de Beaufort,1886-1887,00071,Beaufort,W.H.,Willem Hendrik,NA,de,m,liberaal;oud- of vrije liberalen;Vrij-Liberalen,1877-04-23,1918-04-01
1,Pieter Blussé van Oud-Alblas,1886-1887,00138,Blussé van Oud-Alblas,P.,Pieter,NA,NA,m,Thorbeckiaan;liberaal;Liberale Unie,1850-10-07,1887-05-18
2,Jacob Leonard de Bruyn Kops,1886-1887,00232,Bruijn Kops,J.L.,Jacob Leonard,NA,de,m,liberaal;Kappeynianen;Liberale Unie,1868-02-25,1887-08-16
3,Age Buma,1886-1887,00239,Buma,A.,Age,NA,NA,m,Kappeynianen;Liberale Unie,1882-01-27,1888-03-26
4,Johan Pieter Idus Buteux,1886-1887,00242,Buteux,J.P.I.,Johan Pieter Idus,NA,NA,m,Liberale Unie,1886-07-14,1888-03-26
5,Jacob Theodoor Cremer,1886-1887,00279,Cremer,J.Th.,Jacob Theodoor,NA,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub,1884-11-17,1905-09-18
6,Eppo Cremers,1886-1887,00280,Cremers,E.J.J.B.,Epimachus Jacobus Johannes Baptista,Eppo,NA,m,liberaal;Liberale Unie,1869-12-13,1891-01-17
7,Willem Karel van Dedem,1886-1887,00295,Dedem,W.K.,Willem Karel,NA,baron van,m,liberaal;Liberale Unie,1880-09-21,1891-08-21
8,Albertus van Delden,1886-1887,00299,Delden,A.,Albertus,NA,van,m,Thorbeckiaan;liberaal;Liberale Unie;oud- of vrije liberalen,1864-09-19,1898-11-07
9,Antonie Jacob Willem Farncombe Sanders,1886-1887,00397,Farncombe Sanders,A.J.W.,Antoine Jacob Willem,NA,NA,m,Liberale Unie;vooruitstrevende kamerclub,1886-07-14,1896-09-06
10,Warmold Albertinus van der Feltz,1886-1887,00400,Feltz,W.A.,Warmold Albertinus,NA,baron van der,m,liberaal;Liberale Unie,1877-12-17,1894-03-19
11,Jan van Gennep,1886-1887,00444,Gennep,J.,Jan,NA,van,m,liberaal;Liberale Unie;oud- of vrije liberalen,1878-11-19,1897-04-06
12,Adriaan Gildemeester,1886-1887,00458,Gildemeester,A.,Adriaan,NA,NA,m,liberaal;oud- of vrije liberalen,1883-05-10,1891-09-14
13,Johan George Gleichman,1886-1887,00462,Gleichman,J.G.,Johan George,NA,NA,m,liberaal;oud- of vrije liberalen,1880-09-21,1901-06-08
14,Gerardus Jacobus Goekoop,1886-1887,00468,Goekoop,G.J.,Gerardus Jacobus,NA,NA,m,liberaal;oud- of vrije liberalen,1884-11-17,1904-12-20
15,Hendrik Goeman Borgesius,1886-1887,00469,Goeman Borgesius,H.,Hendrik,Hendrik,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1877-11-19,1917-01-17
16,Henri Maarten Anton van der Goes van Dirxland,1886-1887,00470,Goes van Dirxland,H.M.A.,Henri Maarten Anton,NA,baron van der,m,liberaal,1886-07-14,1888-03-26
17,Lodewijk Gerard Greeve,1886-1887,00483,Greeve,L.G.,Lodewijk Gerard,NA,NA,m,Liberale Unie,1886-07-14,1889-09-30
18,Abraham Frans Karel Hartogh,1886-1887,00525,Hartogh,A.F.K.,Abraham Frans Karel,NA,NA,m,Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1886-07-14,1901-02-12
19,Bernardus Hermanus Heldt,1886-1887,00553,Heldt,B.H.,Bernardus Hermanus,NA,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1885-11-24,1901-09-16
20,Samuel van Houten,1886-1887,00607,Houten,S.,Samuel,Sam,van,m,liberaal,1869-02-24,1894-03-19
21,Willem van der Kaay,1886-1887,00666,Kaay,W.,Willem,NA,van der,m,liberaal;Kappeynianen;Liberale Unie,1875-08-10,1894-03-19
22,Jacob Johan van Kerkwijk,1886-1887,00684,Kerkwijk,J.J.,Jacob Johan,NA,van,m,Thorbeckiaan;liberaal,1863-03-04,1901-05-20
23,Egbert Broer Kielstra,1886-1887,00696,Kielstra,E.B.,Egbert Broer,NA,NA,m,liberaal,1884-11-17,1894-03-19
24,Herman Jacob Kist,1886-1887,00701,Kist,H.J.,Herman Jacob,NA,NA,m,liberaal;Liberale Unie,1881-09-19,1888-03-26
25,Franciscus Lieftinck,1886-1887,00815,Lieftinck,F.,Franciscus,NA,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1879-02-18,1917-06-26
26,Gijsbertus Martinus van der Linden,1886-1887,00828,Linden,G.M.,Gijsbertus Martinus,NA,van der,m,Thorbeckiaan;liberaal;Liberale Unie,1849-02-13,1888-03-26
27,Rudolf Pieter Mees R.Azn.,1886-1887,00889,Mees,R.P.,Rudolf Pieter,NA,NA,m,liberaal;oud- of vrije liberalen,1873-10-04,1905-09-18
28,Jan Rudolf Meesters,1886-1887,00894,Meesters,J.R.,Jan Rudolf,NA,NA,m,Liberale Unie,1886-07-14,1888-03-26
29,Willem de Meijier,1886-1887,00917,Meijier,W.,Willem,NA,de,m,liberaal;Kappeynianen;Liberale Unie,1877-12-10,1894-03-19
30,Joannes Barendinus van Osenbruggen,1886-1887,01006,Osenbruggen,J.B.,Johannes Barendinus,NA,van,m,liberaal;Liberale Unie,1879-05-13,1889-02-24
31,Sebastiaan Mattheüs Sigismund de Ranitz,1886-1887,01081,Ranitz,S.M.S.,Sebastiaan Mattheüs Sigismund,NA,de,m,liberaal,1884-11-17,1888-03-26
32,Willem Rooseboom,1886-1887,01130,Rooseboom,W.,Willem,NA,NA,m,liberaal;Liberale Unie,1884-11-17,1891-09-14
33,Derk de Ruiter Zijlker,1886-1887,01142,Ruiter Zijlker,D.,Derk,NA,de,m,liberaal;Liberale Unie,1868-04-21,1891-09-14
34,Jan Willem Hendrik Rutgers van Rozenburg,1886-1887,01148,Rutgers van Rozenburg,J.W.H.,Jan Willem Hendrik,NA,NA,m,liberaal;oud- of vrije liberalen,1869-09-21,1897-09-20
35,Jan Schepel,1886-1887,01191,Schepel,J.,Jan,NA,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub;'club-Pyttersen';vrijzinnig-democratische kamerclub,1874-04-29,1901-09-16
36,Philippe Willem van der Sleijden,1886-1887,01256,Sleyden,Ph.W.,Philippe Willem,NA,van der,m,liberaal;Liberale Unie,1881-03-30,1888-03-26
37,Harm Smeenge,1886-1887,01269,Smeenge,H.,Harm,Harm,NA,m,Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1886-04-05,1918-09-16
38,Arie Smit,1886-1887,01273,Smit,A.,Arie,Arie,NA,m,Liberale Unie;vooruitstrevende kamerclub,1886-07-14,1897-09-20
39,Herman Cornelis Verniers van der Loeff,1886-1887,01424,Verniers van der Loeff,H.C.,Herman Cornelis,NA,NA,m,liberaal;oud- of vrije liberalen,1876-03-15,1891-01-21
40,Willem Adriaan Viruly Verbrugge,1886-1887,01437,Viruly Verbrugge,W.A.,Willem Adriaan,NA,NA,m,Thorbeckiaan;liberaal;oud- of vrije liberalen,1863-03-09,1897-09-20
41,Dirk Visser van Hazerswoude,1886-1887,01444,Visser van Hazerswoude,D.,Dirk,NA,NA,m,Liberale Unie,1886-07-14,1890-10-03
42,Jan Willem Jacobus de Vos van Steenwijk,1886-1887,01479,Vos van Steenwijk,J.W.J.,Jan Willem Jacobus,NA,baron de,m,liberaal;Liberale Unie,1878-03-18,1888-03-26
43,Wilco Julius van Welderen Rengers,1886-1887,01518,Welderen baron Rengers,W.J.,Wilco Julius,NA,van,m,liberaal;Liberale Unie,1884-05-28,1888-03-26
44,Jan Willink,1886-1887,01552,Willink,J.,Jan,NA,NA,m,Liberale Unie,1886-07-14,1888-03-26
45,Schelte Wybenga,1886-1887,01572,Wybenga,S.,Schelte,NA,NA,m,conservatief;'pragmatisch' liberaal;liberaal,1855-06-28,1886-09-08
46,Johannes Zaaijer Azn.,1886-1887,01591,Zaaijer,J.,Johannes,NA,NA,m,Liberale Unie,1886-07-14,1892-12-12
47,Jan van Alphen,1886-1887,00019,Alphen,J.,Jan,Jan,van,m,antirevolutionair;ARP,1884-12-08,1908-09-08
48,Titus van Asch van Wijck,1886-1887,00042,Asch van Wijck,T.A.J.,Titus Anthony Jacob,Titus,van,m,antirevolutionair,1881-09-19,1891-05-11
49,Frederik Willem Jacob van Aylva van Pallandt,1886-1887,00046,Aylva baron van Pallandt,F.W.J.,Frederik Willem Jacob,NA,van,m,antirevolutionair,1884-11-17,1888-03-26
50,Gerard Jacob Theodoor Beelaerts van Blokland,1886-1887,00076,Beelaerts van Blokland,G.J.Th.,Gerard Jacob Theodoor,NA,NA,m,antirevolutionair;Vrij-AR,1883-09-17,1897-03-13
51,Allard van der Borch van Verwolde,1886-1887,00163,Borch van Verwolde,A.Ph.R.C.,Allard Philip Reinier Carel,NA,baron van der,m,antirevolutionair;ARP,1884-07-29,1913-09-15
52,Frederik van Bylandt,1886-1887,00245,Bylandt,W.K.F.P.,Willem Karel Frederik Pieter,Frederik,graaf van,m,antirevolutionair;Vrij-AR;CHP;CHU,1882-11-08,1916-01-26
53,Alexander van Dedem,1886-1887,00293,Dedem,A.,Alexander,NA,baron van,m,antirevolutionair;Vrij-AR;CHP;CHU,1879-09-15,1913-09-15
54,Jan Christiaan Fabius,1886-1887,00396,Fabius,J.Ch.,Jan Christiaan,NA,NA,m,antirevolutionair,1881-09-20,1890-03-25
55,Barthold Jacob Lintelo de Geer van Jutphaas,1886-1887,00433,Lintelo baron de Geer van Jutphaas,B.J.,Barthold Jacob,NA,NA,m,antirevolutionair,1884-12-08,1894-03-19
56,Karel Antonie Godin de Beaufort,1886-1887,00465,Godin de Beaufort,K.A.,Karel Antonie,NA,NA,m,antirevolutionair,1882-11-14,1888-03-26
57,Ulrich Herman Huber,1886-1887,00612,Huber,U.H.,Ulrich Herman,NA,NA,m,antirevolutionair,1883-11-26,1894-03-19
58,Levinus Wilhelmus Christiaan Keuchenius,1886-1887,00691,Keuchenius,L.W.Ch.,Levinus Wilhelmus Christiaan,NA,NA,m,antirevolutionair,1866-08-08,1893-12-16
59,Æneas Mackay jr.,1886-1887,00862,Mackay,Æ.,Æneas,NA,baron,m,antirevolutionair;onafhankelijk a.r.,1876-05-02,1905-09-18
60,Theodoor Philip Mackay,1886-1887,00864,Mackay,Th.Ph.,Theodoor Philip,NA,baron,m,antirevolutionair;Vrij-AR,1882-06-28,1896-12-31
61,Alexander Frederik de Savornin Lohman,1886-1887,01177,Savornin Lohman,A.F.,Alexander Frederik,NA,de,m,antirevolutionair;Vrij-AR;CHP;CHU,1879-09-15,1921-02-07
62,Alex Schimmelpenninck van der Oye,1886-1887,01203,Schimmelpenninck van der Oye,A.,Alexander,Alex,baron,m,antirevolutionair,1873-09-15,1888-09-30
63,Jan Elias Nicolaas Schimmelpenninck van der Oye,1886-1887,01204,Schimmelpenninck van der Oye,J.E.N.,Jan Elias Nicolaas,NA,baron,m,antirevolutionair,1884-11-17,1894-03-19
64,Hendrik Seret,1886-1887,01238,Seret,H.,Hendrik,NA,NA,m,antirevolutionair;ARP,1880-10-04,1905-09-18
65,Otto van Wassenaer van Catwijck,1886-1887,01509,Wassenaer van Catwijck,O.,Otto,NA,baron van,m,antirevolutionair,1866-09-21,1887-11-18
66,Antonius van Baar,1886-1887,00049,Baar,A.J.H.,Antonius Johannes Hubertus,NA,van,m,conservatief (katholiek);Bahlmanniaan ('Centrum'),1873-09-15,1889-01-25
67,Bernardus Marie Bahlmann,1886-1887,00057,Bahlmann,B.M.,Bernardus Marie,NA,NA,m,Rooms-Katholieken;Bahlmanniaan ('Centrum'),1880-12-13,1898-05-12
68,Ferdinand Hendrik Hubert Borret,1886-1887,00168,Borret,F.H.H.,Ferdinandus Hendricus Hubertus,NA,NA,m,conservatief (katholiek);Bahlmanniaan ('Centrum'),1868-02-25,1888-03-26
69,Hubert Joachim Brouwers,1886-1887,00217,Brouwers,H.J.,Hubert Joachim,NA,NA,m,conservatief (katholiek);Bahlmanniaan ('Centrum'),1877-11-19,1889-05-14
70,Jean Clercx,1886-1887,00257,Clercx,J.M.L.H.,Johannes Mattheüs Ludovicus Hubertus,Jean,NA,m,Bahlmanniaan ('Centrum'),1882-03-02,1894-03-19
71,Leopold Haffmans,1886-1887,00508,Haffmans,J.H.L.,Johannes Hendrik Leopold,Leopold,NA,m,conservatief (katholiek);Bahlmanniaan ('Centrum'),1866-11-24,1896-09-15
72,Jerôme Lambrechts,1886-1887,00778,Lambrechts,H.F.,Hieronymus Franciscus,Jérôme,NA,m,conservatief (katholiek);Bahlmanniaan ('Centrum'),1873-09-15,1896-11-24
73,Anthonie Ernst Reuther,1886-1887,01103,Reuther,A.E.,Anthonie Ernst,NA,NA,m,Bahlmanniaan ('Centrum'),1883-06-20,1889-04-26
74,Gustave Louis Marie Hubert Ruijs de Beerenbrouck,1886-1887,01154,Ruijs van Beerenbroek,G.L.M.H.,Gustave Louis Marie Hubert,Gustave,NA,m,Bahlmanniaan ('Centrum'),1880-12-06,1893-10-06
75,Leonard Frans Hubert Carl Ruland,1886-1887,01143,Ruland,L.F.H.C.,Leonard Frans Hubert Carl,NA,NA,m,Bahlmanniaan ('Centrum'),1886-03-04,1891-09-14
76,Pierre Guillaume Jean van der Schrieck,1886-1887,01229,Schrieck,P.G.J.,Pierre Guillaume Jean,NA,van der,m,conservatief (katholiek);Bahlmanniaan ('Centrum'),1876-02-22,1896-03-04
77,Johannes Petrus Smeele,1886-1887,01268,Smeele,J.P.,Johannes Petrus,NA,NA,m,Bahlmanniaan ('Centrum'),1886-07-21,1887-08-16
78,Petrus Jacobus Franciscus Vermeulen,1886-1887,01422,Vermeulen,P.J.F.,Petrus Jacobus Franciscus,NA,NA,m,Bahlmanniaan ('Centrum') ;Rooms-Katholieken,1880-06-29,1901-09-16
79,Antonius Franciscus Vos de Wael,1886-1887,01483,Vos de Wael,A.F.,Antonius Franciscus,NA,NA,m,Bahlmanniaan ('Centrum'),1883-09-18,1897-09-20
80,Arnoldus Hyacinthus Maria van Berckel,1886-1887,00089,Berckel,A.H.M.,Arnoldus Hyacinthus Maria,NA,van,m,Schaepmaniaan,1883-09-17,1897-09-20
81,Jan van den Biesen,1886-1887,00118,Biesen,J.J.W.,Jan Jacob Willem,Jan,van den,m,Schaepmaniaan,1885-09-21,1888-03-26
82,Maximilien Joseph Caspar Marie Kolkman,1886-1887,00727,Kolkman,M.J.C.M.,Maximilien Joseph Caspar Marie,NA,NA,m,Schaepmaniaan;Rooms-Katholieken;Algemeene Bond (RKSP),1884-05-06,1924-02-18
83,Frederic Joseph Maria Anton Reekers,1886-1887,01091,Reekers,F.J.M.A.,Frederic Joseph Maria Anton,NA,NA,m,Rooms-Katholieken;Schaepmaniaan,1878-03-26,1894-03-19
84,Herman Schaepman,1886-1887,01180,Schaepman,H.J.A.M.,Hermanus Johannes Aloysius Maria,Herman,NA,m,Schaepmaniaan;Rooms-Katholieken,1880-07-15,1903-01-20
85,Jan Reijnaud Corver Hooft,1886-1887,00273,Corver Hooft,J.R.,Jan Reijnaud,NA,NA,m,conservatief,1875-09-20,1887-08-16
86,Pieter Johannes Gesinus van Diggelen,1886-1887,00314,Diggelen,P.J.G.,Pieter Johannes Gesinus,NA,van,m,Liberale Unie,1886-11-08,1888-03-26
87,Herman Jacob Dijckmeester,1886-1887,00360,Dijckmeester,H.J.,Herman Jacob,NA,NA,m,liberaal;Liberale Unie,1877-09-17,1891-11-08
0,Willem Hendrik de Beaufort,1887-1888,00071,Beaufort,W.H.,Willem Hendrik,NA,de,m,liberaal;oud- of vrije liberalen;Vrij-Liberalen,1877-04-23,1918-04-01
1,Age Buma,1887-1888,00239,Buma,A.,Age,NA,NA,m,Kappeynianen;Liberale Unie,1882-01-27,1888-03-26
2,Johan Pieter Idus Buteux,1887-1888,00242,Buteux,J.P.I.,Johan Pieter Idus,NA,NA,m,Liberale Unie,1886-07-14,1888-03-26
3,Jacob Theodoor Cremer,1887-1888,00279,Cremer,J.Th.,Jacob Theodoor,NA,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub,1884-11-17,1905-09-18
4,Eppo Cremers,1887-1888,00280,Cremers,E.J.J.B.,Epimachus Jacobus Johannes Baptista,Eppo,NA,m,liberaal;Liberale Unie,1869-12-13,1891-01-17
5,Willem Karel van Dedem,1887-1888,00295,Dedem,W.K.,Willem Karel,NA,baron van,m,liberaal;Liberale Unie,1880-09-21,1891-08-21
6,Albertus van Delden,1887-1888,00299,Delden,A.,Albertus,NA,van,m,Thorbeckiaan;liberaal;Liberale Unie;oud- of vrije liberalen,1864-09-19,1898-11-07
7,Pieter Johannes Gesinus van Diggelen,1887-1888,00314,Diggelen,P.J.G.,Pieter Johannes Gesinus,NA,van,m,Liberale Unie,1886-11-08,1888-03-26
8,Herman Jacob Dijckmeester,1887-1888,00360,Dijckmeester,H.J.,Herman Jacob,NA,NA,m,liberaal;Liberale Unie,1877-09-17,1891-11-08
9,Antonie Jacob Willem Farncombe Sanders,1887-1888,00397,Farncombe Sanders,A.J.W.,Antoine Jacob Willem,NA,NA,m,Liberale Unie;vooruitstrevende kamerclub,1886-07-14,1896-09-06
10,Warmold Albertinus van der Feltz,1887-1888,00400,Feltz,W.A.,Warmold Albertinus,NA,baron van der,m,liberaal;Liberale Unie,1877-12-17,1894-03-19
11,Jan van Gennep,1887-1888,00444,Gennep,J.,Jan,NA,van,m,liberaal;Liberale Unie;oud- of vrije liberalen,1878-11-19,1897-04-06
12,Adriaan Gildemeester,1887-1888,00458,Gildemeester,A.,Adriaan,NA,NA,m,liberaal;oud- of vrije liberalen,1883-05-10,1891-09-14
13,Johan George Gleichman,1887-1888,00462,Gleichman,J.G.,Johan George,NA,NA,m,liberaal;oud- of vrije liberalen,1880-09-21,1901-06-08
14,Gerardus Jacobus Goekoop,1887-1888,00468,Goekoop,G.J.,Gerardus Jacobus,NA,NA,m,liberaal;oud- of vrije liberalen,1884-11-17,1904-12-20
15,Hendrik Goeman Borgesius,1887-1888,00469,Goeman Borgesius,H.,Hendrik,Hendrik,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1877-11-19,1917-01-17
16,Henri Maarten Anton van der Goes van Dirxland,1887-1888,00470,Goes van Dirxland,H.M.A.,Henri Maarten Anton,NA,baron van der,m,liberaal,1886-07-14,1888-03-26
17,Lodewijk Gerard Greeve,1887-1888,00483,Greeve,L.G.,Lodewijk Gerard,NA,NA,m,Liberale Unie,1886-07-14,1889-09-30
18,Abraham Frans Karel Hartogh,1887-1888,00525,Hartogh,A.F.K.,Abraham Frans Karel,NA,NA,m,Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1886-07-14,1901-02-12
19,Bernardus Hermanus Heldt,1887-1888,00553,Heldt,B.H.,Bernardus Hermanus,NA,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1885-11-24,1901-09-16
20,Samuel van Houten,1887-1888,00607,Houten,S.,Samuel,Sam,van,m,liberaal,1869-02-24,1894-03-19
21,Willem van der Kaay,1887-1888,00666,Kaay,W.,Willem,NA,van der,m,liberaal;Kappeynianen;Liberale Unie,1875-08-10,1894-03-19
22,Arnold Kerdijk,1887-1888,00682,Kerdijk,A.,Arnold,Nol,NA,m,Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1887-09-19,1901-09-16
23,Jacob Johan van Kerkwijk,1887-1888,00684,Kerkwijk,J.J.,Jacob Johan,NA,van,m,Thorbeckiaan;liberaal,1863-03-04,1901-05-20
24,Egbert Broer Kielstra,1887-1888,00696,Kielstra,E.B.,Egbert Broer,NA,NA,m,liberaal,1884-11-17,1894-03-19
25,Herman Jacob Kist,1887-1888,00701,Kist,H.J.,Herman Jacob,NA,NA,m,liberaal;Liberale Unie,1881-09-19,1888-03-26
26,Isaäc Abraham Levy,1887-1888,00809,Levy,I.A.,Isaäc Abraham,NA,NA,m,Liberale Unie,1887-11-14,1894-03-19
27,Franciscus Lieftinck,1887-1888,00815,Lieftinck,F.,Franciscus,NA,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1879-02-18,1917-06-26
28,Gijsbertus Martinus van der Linden,1887-1888,00828,Linden,G.M.,Gijsbertus Martinus,NA,van der,m,Thorbeckiaan;liberaal;Liberale Unie,1849-02-13,1888-03-26
29,Rudolf Pieter Mees R.Azn.,1887-1888,00889,Mees,R.P.,Rudolf Pieter,NA,NA,m,liberaal;oud- of vrije liberalen,1873-10-04,1905-09-18
30,Jan Rudolf Meesters,1887-1888,00894,Meesters,J.R.,Jan Rudolf,NA,NA,m,Liberale Unie,1886-07-14,1888-03-26
31,Willem de Meijier,1887-1888,00917,Meijier,W.,Willem,NA,de,m,liberaal;Kappeynianen;Liberale Unie,1877-12-10,1894-03-19
32,Johannes Barendinus van Osenbruggen,1887-1888,01006,Osenbruggen,J.B.,Johannes Barendinus,NA,van,m,liberaal;Liberale Unie,1879-05-13,1889-02-24
33,Sebastiaan Mattheüs Sigismund de Ranitz,1887-1888,01081,Ranitz,S.M.S.,Sebastiaan Mattheüs Sigismund,NA,de,m,liberaal,1884-11-17,1888-03-26
34,Willem Rooseboom,1887-1888,01130,Rooseboom,W.,Willem,NA,NA,m,liberaal;Liberale Unie,1884-11-17,1891-09-14
35,Derk de Ruiter Zijlker,1887-1888,01142,Ruiter Zijlker,D.,Derk,NA,de,m,liberaal;Liberale Unie,1868-04-21,1891-09-14
36,Jan Schepel,1887-1888,01191,Schepel,J.,Jan,NA,NA,m,liberaal;Liberale Unie;vooruitstrevende kamerclub;'club-Pyttersen';vrijzinnig-democratische kamerclub,1874-04-29,1901-09-16
37,Philippe Willem van der Sleyden,1887-1888,01256,Sleyden,Ph.W.,Philippe Willem,NA,van der,m,liberaal;Liberale Unie,1881-03-30,1888-03-26
38,Harm Smeenge,1887-1888,01269,Smeenge,H.,Harm,Harm,NA,m,Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1886-04-05,1918-09-16
39,Arie Smit,1887-1888,01273,Smit,A.,Arie,Arie,NA,m,Liberale Unie;vooruitstrevende kamerclub,1886-07-14,1897-09-20
40,Herman Cornelis Verniers van der Loeff,1887-1888,01424,Verniers van der Loeff,H.C.,Herman Cornelis,NA,NA,m,liberaal;oud- of vrije liberalen,1876-03-15,1891-01-21
41,Willem Adriaan Viruly Verbrugge,1887-1888,01437,Viruly Verbrugge,W.A.,Willem Adriaan,NA,NA,m,Thorbeckiaan;liberaal;oud- of vrije liberalen,1863-03-09,1897-09-20
42,Dirk Visser van Hazerswoude,1887-1888,01444,Visser van Hazerswoude,D.,Dirk,NA,NA,m,Liberale Unie,1886-07-14,1890-10-03
43,Jan Willem Jacobus de Vos van Steenwijk,1887-1888,01479,Vos van Steenwijk,J.W.J.,Jan Willem Jacobus,NA,baron de,m,liberaal;Liberale Unie,1878-03-18,1888-03-26
44,Wilco Julius van Welderen Rengers,1887-1888,01518,Welderen baron Rengers,W.J.,Wilco Julius,NA,van,m,liberaal;Liberale Unie,1884-05-28,1888-03-26
